Job Title,Job Type,Company Name,Posted Date,Cities,States,Stipend,Start Date,Duration,Numer of Openings,Late date to apply,Skills
Web Development Intern,Hybrid,Accenture,29-04-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"PHP, JavaScript, CSS, React, Node.js"
Mobile App Development Intern,Hybrid,Capgemini,29-04-2023,Amethi,Uttar Pradesh,Unpaid,Immediately,1 Months,1,02-05-2023,"Dart, Flutter, Swift, Kotlin"
UI/UX Design Intern,Remote,IBM India,29-04-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,10-05-2023,"Sketch, Prototyping, Adobe XD"
DevOps Intern,Hybrid,Cognizant,29-04-2023,Amethi,Uttar Pradesh,Unpaid,Immediately,1 Months,2,01-05-2023,"Jenkins, Linux, CI/CD, Docker, Kubernetes"
Blockchain Intern,Hybrid,Oracle India,29-04-2023,Khair,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-06-2024,"Ethereum, Web3, Hyperledger, Cryptography, Smart Contracts"
Software Development Intern,Hybrid,Infosys,29-04-2023,Chhata,Uttar Pradesh,Unpaid,Immediately,2 Weeks,4,31-05-2023,"SQL, OOP, Git"
Data Science Intern,Hybrid,TCS,29-04-2023,Dhaurahra,Uttar Pradesh,Unpaid,Immediately,2 Months,5,30-06-2024,"Statistics, Power BI, TensorFlow, Machine Learning"
Cybersecurity Intern,Remote,Wipro,29-04-2023,Bilhaur,Uttar Pradesh,Unpaid,Immediately,3 Months,5,31-05-2023,"Linux, Ethical Hacking, Networking, Firewalls"
Cloud Computing Intern,Hybrid,HCL Technologies,29-04-2023,Unnao,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"CI/CD, Linux, AWS, Docker, Terraform"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,29-04-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,8 Months,1,07-05-2023,"PyTorch, NLP, Scikit-learn, Deep Learning"
Web Development Intern,Hybrid,Accenture,29-04-2023,Modinagar,Uttar Pradesh,Unpaid,Immediately,1 Months,5,06-05-2023,"MongoDB, React, JavaScript"
Mobile App Development Intern,Remote,Capgemini,29-04-2023,Faizabad,Uttar Pradesh,15000 /month,Immediately,12 Months,1,30-06-2023,"Swift, Flutter, Dart, React Native, Java"
UI/UX Design Intern,Remote,IBM India,29-04-2023,Faizabad,Uttar Pradesh,15000 /month,Immediately,12 Months,2,30-06-2023,"Prototyping, Figma, User Research, Sketch, Wireframing"
DevOps Intern,Hybrid,Cognizant,29-04-2023,Faizabad,Uttar Pradesh,10000 /month,Immediately,12 Months,3,30-06-2023,"Jenkins, Linux, Kubernetes"
Blockchain Intern,Remote,Oracle India,29-04-2023,Badaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Ethereum, Web3, Hyperledger, Smart Contracts, Solidity"
Software Development Intern,Remote,Infosys,29-04-2023,Jabalpur,Madhya Pradesh,5000 /month,Immediately,1 Months,10,05-05-2023,"C++, SQL, OOP"
Data Science Intern,Hybrid,TCS,29-04-2023,Gohand Hamirpur,Uttar Pradesh,Unpaid,Immediately,1 Months,2,10-05-2023,"TensorFlow, Python, Statistics"
Cybersecurity Intern,Hybrid,Wipro,29-04-2023,Faizabad,Uttar Pradesh,15000 /month,Immediately,12 Months,2,30-06-2023,"Networking, Cryptography, Ethical Hacking, Security Tools, Linux"
Cloud Computing Intern,Hybrid,HCL Technologies,29-04-2023,Faizabad,Uttar Pradesh,15000 /month,Immediately,12 Months,2,30-06-2023,"AWS, Linux, Kubernetes"
AI & Machine Learning Intern,Remote,Tech Mahindra,29-04-2023,Faizabad,Uttar Pradesh,15000 /month,Immediately,12 Months,2,30-06-2023,"Deep Learning, NLP, Scikit-learn"
Web Development Intern,Hybrid,Accenture,29-04-2023,Faizabad,Uttar Pradesh,15000 /month,Immediately,12 Months,1,30-06-2023,"React, JavaScript, MongoDB, HTML"
Mobile App Development Intern,Hybrid,Capgemini,29-04-2023,Faizabad,Uttar Pradesh,15000 /month,Immediately,12 Months,1,25-05-2023,"Dart, Swift, React Native"
UI/UX Design Intern,Hybrid,IBM India,30-04-2023,Mirzapur,Uttar Pradesh,5000 /month,Immediately,8 Weeks,2,01-05-2023,"Prototyping, Figma, Adobe XD, Sketch, Wireframing"
DevOps Intern,Remote,Cognizant,30-04-2023,Azamgarh,Uttar Pradesh,12000 /month,Immediately,3 Months,11,30-04-2023,"Docker, CI/CD, Linux"
Blockchain Intern,Hybrid,Oracle India,30-04-2023,Akbarpur Mati,Uttar Pradesh,Unpaid,Immediately,1 Months,1,17-05-2023,"Ethereum, Smart Contracts, Cryptography, Hyperledger"
Software Development Intern,Hybrid,Infosys,30-04-2023,Bahraich,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-07-2024,"Java, OOP, SQL, Python"
Data Science Intern,Hybrid,TCS,30-04-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,1,06-05-2023,"Pandas, TensorFlow, Python, Statistics, SQL"
Cybersecurity Intern,Hybrid,Wipro,01-05-2023,Muzaffarnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023,"Firewalls, Networking, Cryptography"
Cloud Computing Intern,Hybrid,HCL Technologies,01-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,1,10-05-2023,"Docker, CI/CD, Azure, Linux"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,01-05-2023,Hapur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"NLP, Python, Scikit-learn"
Web Development Intern,Remote,Accenture,01-05-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,05-05-2023,"MongoDB, CSS, JavaScript"
Mobile App Development Intern,Remote,Capgemini,01-05-2023,Beswan,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-07-2024,"Flutter, Dart, React Native, Swift"
UI/UX Design Intern,Hybrid,IBM India,01-05-2023,Hapur,Uttar Pradesh,Unpaid,Immediately,2 Months,4,10-06-2023,"Adobe XD, Sketch, Prototyping, Wireframing, User Research"
DevOps Intern,Remote,Cognizant,01-05-2023,Modinagar,Uttar Pradesh,Unpaid,Immediately,2 Months,20,30-05-2023,"Docker, Jenkins, Linux"
Blockchain Intern,Hybrid,Oracle India,01-05-2023,Baheri,Uttar Pradesh,Unpaid,Immediately,1 Months,1,20-05-2023,"Cryptography, Solidity, Ethereum, Hyperledger"
Software Development Intern,Hybrid,Infosys,01-05-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"Git, SQL, Problem Solving"
Data Science Intern,Hybrid,TCS,01-05-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,05-05-2023,"Machine Learning, Pandas, Power BI, TensorFlow"
Cybersecurity Intern,Hybrid,Wipro,01-05-2023,Kanpur,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Linux, Cryptography, Networking, Firewalls, Security Tools"
Cloud Computing Intern,Hybrid,HCL Technologies,01-05-2023,Hapur,Uttar Pradesh,Unpaid,Immediately,6 Months,1,27-02-2024,"Terraform, Linux, Docker, Azure, Kubernetes"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,01-05-2023,Kanpur,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Scikit-learn, NLP, PyTorch, Python"
Web Development Intern,Hybrid,Accenture,01-05-2023,Hapur,Uttar Pradesh,Unpaid,Immediately,6 Months,1,05-05-2023,"PHP, Node.js, MongoDB, HTML"
Mobile App Development Intern,Remote,Capgemini,01-05-2023,Amethi,Uttar Pradesh,Unpaid,Immediately,1 Months,1,02-05-2023,"Flutter, Java, Swift, Kotlin"
UI/UX Design Intern,Remote,IBM India,01-05-2023,Bahraich,Uttar Pradesh,Unpaid,Immediately,1 Months,1,30-05-2023,"Figma, Wireframing, Adobe XD, Sketch"
DevOps Intern,Hybrid,Cognizant,01-05-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,2,17-05-2023,"Jenkins, Linux, Docker, Kubernetes, Git"
Blockchain Intern,Hybrid,Oracle India,01-05-2023,Basti,Uttar Pradesh,Unpaid,Immediately,2 Weeks,1,02-05-2023,"Cryptography, Smart Contracts, Hyperledger, Web3, Ethereum"
Software Development Intern,Hybrid,Infosys,01-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,15-05-2023,"SQL, Java, Git"
Data Science Intern,Remote,TCS,01-05-2023,Sagar,Madhya Pradesh,Unpaid,Immediately,2 Months,6,15-05-2023,"Statistics, R, Machine Learning, Pandas"
Cybersecurity Intern,Remote,Wipro,01-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,15-05-2023,"Firewalls, Linux, Networking, Cryptography, Security Tools"
Cloud Computing Intern,Remote,HCL Technologies,01-05-2023,Bilari,Uttar Pradesh,Unpaid,Immediately,12 Months,5,15-11-2024,"Terraform, CI/CD, Azure, Linux"
AI & Machine Learning Intern,Remote,Tech Mahindra,01-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,09-05-2023,"Deep Learning, Scikit-learn, Python, PyTorch"
Web Development Intern,Remote,Accenture,01-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,8 Weeks,2,10-05-2023,"Node.js, React, CSS, PHP"
Mobile App Development Intern,Remote,Capgemini,01-05-2023,Khurai,Madhya Pradesh,7000 /month,Immediately,2 Months,1,31-05-2023,"React Native, Swift, Dart, Flutter, Kotlin"
UI/UX Design Intern,Remote,IBM India,01-05-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1,31-10-2024,"Wireframing, Sketch, Figma"
DevOps Intern,Remote,Cognizant,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,3 Months,1,20-05-2023,"Docker, Jenkins, Kubernetes, Git"
Blockchain Intern,Remote,Oracle India,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,3 Months,2,21-05-2023,"Solidity, Ethereum, Cryptography, Smart Contracts, Web3"
Software Development Intern,Remote,Infosys,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,3 Months,1,23-05-2023,"OOP, Git, Python"
Data Science Intern,Hybrid,TCS,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,3 Months,2,22-05-2023,"TensorFlow, SQL, Statistics, R, Pandas"
Cybersecurity Intern,Hybrid,Wipro,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,3 Months,6,22-05-2023,"Linux, Networking, Cryptography, Firewalls, Security Tools"
Cloud Computing Intern,Hybrid,HCL Technologies,02-05-2023,Sitapur,Uttar Pradesh,Unpaid,Immediately,2 Months,5,17-05-2023,"Terraform, AWS, Docker"
AI & Machine Learning Intern,Remote,Tech Mahindra,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,07-05-2023,"TensorFlow, Deep Learning, PyTorch, NLP, Scikit-learn"
Web Development Intern,Hybrid,Accenture,02-05-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,3,20-05-2023,"MongoDB, PHP, CSS, React"
Mobile App Development Intern,Remote,Capgemini,02-05-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-08-2024,"Kotlin, React Native, Flutter"
UI/UX Design Intern,Hybrid,IBM India,02-05-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"Prototyping, User Research, Figma, Wireframing, Sketch"
DevOps Intern,Remote,Cognizant,02-05-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,3 Months,1,30-07-2024,"Jenkins, CI/CD, Kubernetes, Linux, Docker"
Blockchain Intern,Hybrid,Oracle India,02-05-2023,Misrikh,Uttar Pradesh,Unpaid,Immediately,2 Months,5,20-05-2023,"Smart Contracts, Web3, Solidity"
Software Development Intern,Remote,Infosys,02-05-2023,Bhadohi,Uttar Pradesh,5000 /month,Immediately,3 Months,1,15-07-2024,"Git, SQL, OOP, Python, Java"
Data Science Intern,Remote,TCS,02-05-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Pandas, SQL, Statistics"
Cybersecurity Intern,Remote,Wipro,02-05-2023,Patti,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Linux, Security Tools, Firewalls, Ethical Hacking"
Cloud Computing Intern,Hybrid,HCL Technologies,02-05-2023,Ghazipur,Uttar Pradesh,Unpaid,Immediately,2 Months,2,05-05-2023,"Azure, CI/CD, AWS, Terraform, Docker"
AI & Machine Learning Intern,Remote,Tech Mahindra,02-05-2023,Gautam Buddha Nagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,08-05-2023,"PyTorch, NLP, Deep Learning, Scikit-learn"
Web Development Intern,Remote,Accenture,02-05-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,5,17-05-2023,"PHP, Node.js, JavaScript, CSS, MongoDB"
Mobile App Development Intern,Remote,Capgemini,02-05-2023,Deoria,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-10-2024,"Dart, Flutter, Java, Kotlin, React Native"
UI/UX Design Intern,Remote,IBM India,02-05-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,9 Weeks,3,20-05-2023,"User Research, Wireframing, Prototyping"
DevOps Intern,Remote,Cognizant,02-05-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Jenkins, Docker, CI/CD, Kubernetes, Linux"
Blockchain Intern,Remote,Oracle India,02-05-2023,Ghazipur,Uttar Pradesh,Unpaid,Immediately,2 Months,2,05-05-2023,"Solidity, Smart Contracts, Hyperledger, Ethereum"
Software Development Intern,Hybrid,Infosys,02-05-2023,Bhadohi,Uttar Pradesh,Unpaid,Immediately,6 Month,4,10-08-2024,"Java, Python, Git"
Data Science Intern,Remote,TCS,02-05-2023,Farrukhabad,Uttar Pradesh,Unpaid,Immediately,1 Months,1,15-05-2023,"Statistics, SQL, R, Machine Learning"
Cybersecurity Intern,Remote,Wipro,02-05-2023,Farrukhabad,Uttar Pradesh,Unpaid,Immediately,2 Months,1,16-05-2023,"Cryptography, Firewalls, Networking, Linux"
Cloud Computing Intern,Hybrid,HCL Technologies,02-05-2023,Kannauj,Uttar Pradesh,1 /month,Immediately,1 Months,1,02-05-2023,"Terraform, Kubernetes, Linux, Docker"
AI & Machine Learning Intern,Remote,Tech Mahindra,02-05-2023,Pratapgarh,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"PyTorch, Python, TensorFlow, Scikit-learn, NLP"
Web Development Intern,Hybrid,Accenture,02-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,02-05-2023,"JavaScript, HTML, PHP"
Mobile App Development Intern,Remote,Capgemini,02-05-2023,Garhmukteshwar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023,"Kotlin, Flutter, Dart, Swift"
UI/UX Design Intern,Hybrid,IBM India,02-05-2023,Jabalpur,Madhya Pradesh,Unpaid,Immediately,1 Months,10,07-05-2023,"Figma, Adobe XD, Sketch, Prototyping"
DevOps Intern,Remote,Cognizant,02-05-2023,Kadipur,Uttar Pradesh,Unpaid,Immediately,1 Months,5,10-05-2023,"Docker, Linux, Git, Kubernetes"
Blockchain Intern,Remote,Oracle India,02-05-2023,Nai Bazar,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,25-05-2023,"Solidity, Smart Contracts, Ethereum, Cryptography"
Software Development Intern,Hybrid,Infosys,02-05-2023,Kannauj,Uttar Pradesh,1500 /month,Immediately,1 Months,1,02-05-2023,"Problem Solving, Java, SQL"
Data Science Intern,Remote,TCS,02-05-2023,Auraiya,Uttar Pradesh,Unpaid,Immediately,2 Months,3,07-05-2023,"SQL, Machine Learning, R"
Cybersecurity Intern,Hybrid,Wipro,02-05-2023,Zamania,Uttar Pradesh,Unpaid,Immediately,2 Months,5,31-05-2023,"Linux, Security Tools, Firewalls, Cryptography, Networking"
Cloud Computing Intern,Remote,HCL Technologies,02-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,1,20-05-2023,"AWS, Kubernetes, Azure"
AI & Machine Learning Intern,Remote,Tech Mahindra,02-05-2023,Fatehpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,10-05-2023,"NLP, TensorFlow, Python"
Web Development Intern,Hybrid,Accenture,02-05-2023,Mohamdabad,Uttar Pradesh,Unpaid,Immediately,2 Months,5,05-05-2023,"PHP, CSS, Node.js, React"
Mobile App Development Intern,Remote,Capgemini,02-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,1,15-05-2023,"React Native, Dart, Java, Kotlin"
UI/UX Design Intern,Hybrid,IBM India,02-05-2023,Unnao,Uttar Pradesh,Unpaid,Immediately,1 Months,1,17-05-2023,"Sketch, User Research, Prototyping"
DevOps Intern,Hybrid,Cognizant,02-05-2023,Bahua,Uttar Pradesh,Unpaid,Immediately,2 Months,1,09-05-2023,"CI/CD, Kubernetes, Linux, Jenkins, Docker"
Blockchain Intern,Remote,Oracle India,02-05-2023,Sultanpur,Uttar Pradesh,Unpaid,Immediately,1 Months,5,31-07-2024,"Web3, Smart Contracts, Ethereum, Hyperledger"
Software Development Intern,Remote,Infosys,02-05-2023,Ambedkar Nagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023,"SQL, C++, Python, Problem Solving"
Data Science Intern,Hybrid,TCS,02-05-2023,Kanpur Dehat,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-05-2023,"Python, Power BI, Statistics, Pandas, Machine Learning"
Cybersecurity Intern,Hybrid,Wipro,02-05-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,2,15-05-2023,"Firewalls, Cryptography, Security Tools"
Cloud Computing Intern,Remote,HCL Technologies,02-05-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,2,15-05-2023,"AWS, Kubernetes, Terraform, CI/CD, Azure"
AI & Machine Learning Intern,Remote,Tech Mahindra,02-05-2023,Bareilly,Uttar Pradesh,Unpaid,Immediately,1 Months,1,25-05-2023,"NLP, PyTorch, Scikit-learn"
Web Development Intern,Hybrid,Accenture,02-05-2023,Banda,Uttar Pradesh,Unpaid,Immediately,1 Months,5,20-05-2023,"React, PHP, Node.js"
Mobile App Development Intern,Remote,Capgemini,02-05-2023,Ghaziabad,Uttar Pradesh,Unpaid,Immediately,1 Months,6,30-05-2023,"Dart, Kotlin, React Native"
UI/UX Design Intern,Hybrid,IBM India,02-05-2023,Dewas,Madhya Pradesh,8000 /month,Immediately,2 Months,8,17-05-2023,"Sketch, User Research, Wireframing, Prototyping, Adobe XD"
DevOps Intern,Hybrid,Cognizant,02-05-2023,Mainpuri,Uttar Pradesh,Unpaid,Immediately,1 Weeks,5,12-05-2023,"CI/CD, Linux, Git, Docker"
Blockchain Intern,Hybrid,Oracle India,03-05-2023,Ujjain,Madhya Pradesh,8000 /month,Immediately,3 Months,10,29-05-2023,"Ethereum, Web3, Solidity, Hyperledger, Smart Contracts"
Software Development Intern,Hybrid,Infosys,03-05-2023,Medchal,Telangana,2000 /month,Immediately,1 Months,2,31-05-2023,"Git, OOP, SQL"
Data Science Intern,Hybrid,TCS,03-05-2023,Kaimganj,Uttar Pradesh,Unpaid,Immediately,1 Months,1,09-05-2023,"SQL, Python, Statistics, Power BI"
Cybersecurity Intern,Remote,Wipro,03-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,4,31-05-2023,"Security Tools, Cryptography, Networking, Linux, Ethical Hacking"
Cloud Computing Intern,Remote,HCL Technologies,03-05-2023,Moradabad,Uttar Pradesh,5000 /month,Immediately,3 Months,10,26-05-2023,"AWS, CI/CD, Kubernetes, Linux"
AI & Machine Learning Intern,Remote,Tech Mahindra,03-05-2023,Kheri,Uttar Pradesh,Unpaid,Immediately,2 Months,5,20-05-2023,"Scikit-learn, PyTorch, Python, Deep Learning, TensorFlow"
Web Development Intern,Remote,Accenture,03-05-2023,Khurai,Madhya Pradesh,7000 /month,Immediately,2 Months,1,31-05-2023,"MongoDB, PHP, JavaScript, CSS, HTML"
Mobile App Development Intern,Remote,Capgemini,03-05-2023,Kannauj,Uttar Pradesh,10000 /month,Immediately,1 Months,1,03-05-2023,"Flutter, Swift, Java"
UI/UX Design Intern,Hybrid,IBM India,03-05-2023,Moradabad,Uttar Pradesh,5000 /month,Immediately,3 Months,3,20-05-2023,"User Research, Prototyping, Sketch, Figma"
DevOps Intern,Hybrid,Cognizant,03-05-2023,Khurai,Madhya Pradesh,7000 /month,Immediately,1 Months,1,31-05-2023,"Jenkins, Docker, Git, Linux, CI/CD"
Blockchain Intern,Hybrid,Oracle India,03-05-2023,Moradabad,Uttar Pradesh,5000 /month,Immediately,2 Months,2,15-05-2023,"Solidity, Ethereum, Smart Contracts, Web3, Cryptography"
Software Development Intern,Hybrid,Infosys,03-05-2023,Padrauna,Uttar Pradesh,Unpaid,Immediately,2 Months,2,10-05-2023,"OOP, SQL, C++, Git, Java"
Data Science Intern,Hybrid,TCS,03-05-2023,Babugarh,Uttar Pradesh,Unpaid,Immediately,2 Months,1,05-05-2023,"SQL, TensorFlow, Statistics, R, Machine Learning"
Cybersecurity Intern,Hybrid,Wipro,03-05-2023,Kemri Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,2,31-05-2023,"Linux, Firewalls, Security Tools"
Cloud Computing Intern,Hybrid,HCL Technologies,03-05-2023,Bhadohi,Uttar Pradesh,Unpaid,Immediately,3 month,1,05-04-2025,"Docker, AWS, Azure, Linux"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,03-05-2023,Hathras,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"Python, Scikit-learn, PyTorch"
Web Development Intern,Hybrid,Accenture,03-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,7 Weeks,1,15-05-2023,"CSS, MongoDB, React, PHP"
Mobile App Development Intern,Remote,Capgemini,03-05-2023,Ambedkar Nagar,Uttar Pradesh,Unpaid,Immediately,2 Months,2,20-07-2024,"Kotlin, Flutter, React Native, Dart, Java"
UI/UX Design Intern,Remote,IBM India,03-05-2023,Mirzapur,Uttar Pradesh,Unpaid,Immediately,9 Weeks,1,21-05-2023,"Figma, Adobe XD, User Research, Prototyping"
DevOps Intern,Hybrid,Cognizant,03-05-2023,Kheri,Uttar Pradesh,Unpaid,Immediately,2 Months,1,03-05-2023,"Jenkins, Kubernetes, Linux, Git"
Blockchain Intern,Hybrid,Oracle India,03-05-2023,Bhojpur Dharampur,Uttar Pradesh,Unpaid,Immediately,6 Months,1,27-10-2024,"Ethereum, Web3, Smart Contracts"
Software Development Intern,Hybrid,Infosys,03-05-2023,Moradabad,Uttar Pradesh,5000 /month,Immediately,3 Months,6,15-05-2023,"Python, C++, Git"
Data Science Intern,Remote,TCS,03-05-2023,Bhadohi,Uttar Pradesh,Unpaid,Immediately,3 month,1,28-02-2024,"SQL, Pandas, Machine Learning, R, TensorFlow"
Cybersecurity Intern,Hybrid,Wipro,03-05-2023,Ekdil Etawah,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"Firewalls, Security Tools, Linux, Networking, Ethical Hacking"
Cloud Computing Intern,Hybrid,HCL Technologies,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"Terraform, Linux, AWS, Docker"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,03-05-2023,Khamaria,Uttar Pradesh,5000 /month,Immediately,8 Weeks,1,10-08-2024,"TensorFlow, NLP, Python, PyTorch"
Web Development Intern,Remote,Accenture,03-05-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,5,10-05-2023,"Node.js, HTML, JavaScript, MongoDB, PHP"
Mobile App Development Intern,Remote,Capgemini,03-05-2023,Rampur,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023,"Java, Kotlin, Dart, Swift"
UI/UX Design Intern,Remote,IBM India,03-05-2023,Bhadohi,Uttar Pradesh,Unpaid,Immediately,8 Weeks,1,28-02-2024,"Figma, Wireframing, Sketch"
DevOps Intern,Hybrid,Cognizant,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"Kubernetes, Jenkins, Docker, Git"
Blockchain Intern,Remote,Oracle India,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023,"Solidity, Smart Contracts, Ethereum"
Software Development Intern,Hybrid,Infosys,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023,"Git, SQL, Problem Solving, Java"
Data Science Intern,Hybrid,TCS,03-05-2023,Jangipur,Uttar Pradesh,Unpaid,Immediately,2 Months,2,15-05-2023,"Power BI, TensorFlow, SQL, Python, Pandas"
Cybersecurity Intern,Hybrid,Wipro,03-05-2023,South Delhi,Delhi,Unpaid,Immediately,2 Months,45,20-05-2023,"Cryptography, Ethical Hacking, Security Tools, Linux, Networking"
Cloud Computing Intern,Remote,HCL Technologies,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1,18-05-2023,"CI/CD, Linux, AWS, Docker"
AI & Machine Learning Intern,Remote,Tech Mahindra,03-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023,"NLP, Python, Deep Learning"
Web Development Intern,Remote,Accenture,03-05-2023,Kiraoli,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023,"Node.js, MongoDB, PHP"
